No,ParentOrder,ParentId,Step,Class,Exponent,CenterSize,DerivedLength,NrConjClasses,HasC2DirectFactor,Code,Order,DerivedSize,Involutions,m,r,IsSpecial,Source,SourceID,Family,WignerS2,WignerS3
183,128,2328,3,2,4,8,2,196,false,21309206629489378698901945944631154241,1024,8,351,7,3,true,class2_special,88,m7r3_polar5_q13,200704,53739520
184,128,2328,3,2,4,8,2,196,false,21820627588597123787620323910202064639555,1024,8,159,7,3,true,class2_special,89,m7r3_polar5_q14,200704,53739520
185,128,2328,3,2,4,8,2,196,false,22344322650723454758542064364014163262969421,1024,8,159,7,3,true,class2_special,90,m7r3_polar5_q15,200704,53739520
186,128,2328,3,2,4,8,2,196,false,22880586394340817672747073816624306730643232335,1024,8,95,7,3,true,class2_special,91,m7r3_polar5_q16,200704,53739520
187,128,2328,3,2,4,8,2,196,false,22344322650723454758542101221473513663108691,1024,8,63,7,3,true,class2_special,92,m7r3_polar5_q17,200704,53739520
188,128,2328,3,2,4,8,2,196,false,23429720467804997296893003607075970059427741963871,1024,8,63,7,3,true,class2_special,93,m7r3_polar5_q18,200704,53739520
189,128,2328,3,2,4,8,2,202,false,39672128622905148226054145536,1024,8,367,7,3,true,class2_special,94,m7r3_polar6_q1,206848,58458112
190,128,2328,3,2,4,8,2,202,false,41599241942891425626511211984078360,1024,8,143,7,3,true,class2_special,95,m7r3_polar6_q2,206848,58458112
191,128,2328,3,2,4,8,2,202,false,44666845920777562993248944874821659549255229,1024,8,111,7,3,true,class2_special,96,m7r3_polar6_q3,206848,58458112
192,128,2328,3,2,4,8,2,202,false,42597623749520800952153598125022398022,1024,8,367,7,3,true,class2_special,97,m7r3_polar6_q4,206848,58458112
193,128,2328,3,2,4,8,2,202,false,43619966719509300175005356528554842539591,1024,8,79,7,3,true,class2_special,98,m7r3_polar6_q5,206848,58458112
194,128,2328,3,2,4,8,2,202,false,43619966719509300175005302485359314093639,1024,8,111,7,3,true,class2_special,99,m7r3_polar6_q6,206848,58458112
195,128,2328,3,2,4,8,2,202,false,44666845920777523379167669331937586086692446,1024,8,143,7,3,true,class2_special,100,m7r3_polar6_q7,206848,58458112
196,128,2328,3,2,4,8,2,202,false,45738850222876183940267693395976136684680005215,1024,8,47,7,3,true,class2_special,101,m7r3_polar6_q8,206848,58458112
197,128,2328,3,2,4,8,2,202,false,45738850222876183940267693395922093489151559263,1024,8,143,7,3,true,class2_special,102,m7r3_polar6_q9,206848,58458112
198,128,2328,3,2,4,8,2,202,false,46836582628225212375116527603352338545837302892159,1024,8,367,7,3,true,class2_special,103,m7r3_polar6_q10,206848,58458112
199,128,2328,3,2,4,8,2,202,false,46836582628225212375116527603352410603431340820095,1024,8,79,7,3,true,class2_special,104,m7r3_polar6_q11,206848,58458112
200,128,2328,3,2,4,8,2,202,false,46836582628225212375116527603352356560235812374143,1024,8,111,7,3,true,class2_special,105,m7r3_polar6_q12,206848,58458112
201,128,2328,3,2,4,8,2,178,false,43577556018427015005837438216941655580161,1024,8,335,7,3,true,class2_special,106,m7r3_polar7_q1,182272,45088768
202,128,2328,3,2,4,8,2,178,false,47914029552320512720121099912793162922379127940210207,1024,8,111,7,3,true,class2_special,107,m7r3_polar7_q2,182272,45088768
203,128,2328,3,2,4,8,2,178,false,47914029552320512720121099912793162994436721978138143,1024,8,335,7,3,true,class2_special,108,m7r3_polar7_q3,182272,45088768
204,128,2328,3,2,4,8,2,178,false,47914029552320512720121099912755384008530569287982623,1024,8,79,7,3,true,class2_special,109,m7r3_polar7_q4,182272,45088768
205,128,2328,3,2,4,8,2,178,false,43577556018427015005837456231340165062176,1024,8,335,7,3,true,class2_special,110,m7r3_polar7_q5,182272,45088768
206,128,2328,3,2,4,8,2,178,false,44623417362869263365977555216358176333258288,1024,8,111,7,3,true,class2_special,111,m7r3_polar7_q6,182272,45088768
207,128,2328,3,2,4,8,2,178,false,49063966261576205025404026533688699506454553560978054719,1024,8,79,7,3,true,class2_special,112,m7r3_polar7_q7,182272,45088768
208,128,2328,3,2,4,8,2,178,false,49063966261576205025404026533688699506526611155015982655,1024,8,111,7,3,true,class2_special,113,m7r3_polar7_q8,182272,45088768
209,128,2328,3,2,4,8,2,178,false,49063966261576205025404026533688661727504676205306863167,1024,8,111,7,3,true,class2_special,114,m7r3_polar7_q9,182272,45088768
210,128,2328,3,2,4,8,2,178,false,49063966261576205025404026573302780763586722357750029887,1024,8,111,7,3,true,class2_special,115,m7r3_polar7_q10,182272,45088768
211,128,2328,3,2,4,8,2,178,false,49063966261576205025404026573302780763658779951787957823,1024,8,79,7,3,true,class2_special,116,m7r3_polar7_q11,182272,45088768
212,128,2328,3,2,4,8,2,178,false,49063966261576205025404026573302742984636845002078838335,1024,8,335,7,3,true,class2_special,117,m7r3_polar7_q12,182272,45088768
213,128,2328,3,2,4,8,2,178,false,21309206609759709341237942986582789632,1024,8,335,7,3,true,class2_special,118,m7r3_polar8_q1,182272,45088768
214,128,2328,3,2,4,8,2,178,false,22880586373156246509770741144356213572700999182,1024,8,335,7,3,true,class2_special,119,m7r3_polar8_q2,182272,45088768
215,128,2328,3,2,4,8,2,178,false,23429720446111996426005238931820833068832560254479,1024,8,111,7,3,true,class2_special,120,m7r3_polar8_q3,182272,45088768
216,128,2328,3,2,4,8,2,178,false,23429720446111996426005238931783903551888122187279,1024,8,79,7,3,true,class2_special,121,m7r3_polar8_q4,182272,45088768
217,128,2328,3,2,4,8,2,178,false,23992033736818684340229305245062610541113585860611694,1024,8,335,7,3,true,class2_special,122,m7r3_polar8_q5,182272,45088768
218,128,2328,3,2,4,8,2,178,false,24567842546502332764394808570944113194170682308003368559,1024,8,111,7,3,true,class2_special,123,m7r3_polar8_q6,182272,45088768
219,128,2328,3,2,4,8,2,178,false,24567842546502332764394808570944113157241165363565301359,1024,8,79,7,3,true,class2_special,124,m7r3_polar8_q7,182272,45088768
220,128,2328,3,2,4,8,2,178,false,25157470767618388750740283976607196477439459434235552861823,1024,8,111,7,3,true,class2_special,125,m7r3_polar8_q8,182272,45088768
221,128,2328,3,2,4,8,2,178,false,25157470767618388750740283976607196477402529917291114794623,1024,8,335,7,3,true,class2_special,126,m7r3_polar8_q9,182272,45088768
