Order,SmallGroup_ID,StructureDescription,CenterSize
1536,408154068,"C3 : ((C2 x (((C8 : (C2 x C2)) : C2) : C2)) : C2)",2
1536,408154070,"C3 : ((C2 x ((((C2 x Q8) : C2) : C2) : C2)) : C2)",2
1536,408154077,"C3 : ((C2 x ((((C2 x Q8) : C2) : C2) : C2)) : C2)",2
1536,408154178,"C2 x Q8 x D16 x S3",8
1536,408154182,"C2 x C2 x (D16 x (C3 : Q8))",16
1536,408154183,"C2 x C2 x Q8 x D48",16
1536,408154222,"C2 x Q8 x Q16 x S3",8
1536,408154226,"C2 x C2 x (Q16 x (C3 : Q8))",16
1536,408154227,"C2 x C2 x (Q8 x (C3 : Q16))",16
1536,408154311,"(((C2 x (C4 : Q8)) : C2) : C2) x S3",4
1536,408154324,"C2 x (C3 : (((C2 x (C4 : Q8)) : C2) : C2))",8
1536,408154325,"C2 x (C3 : (((C2 x (C4 : Q8)) : C2) : C2))",8
1536,408155003,"Q8 x (C3 : ((C2 x D16) : C2))",4
1536,408155011,"((C2 x D16) : C2) x (C3 : Q8)",4
1536,408155012,"Q8 x (C3 : ((C2 x D16) : C2))",4
1536,408155086,"Q8 x (C3 : ((C2 x Q16) : C2))",4
1536,408155094,"((C2 x Q16) : C2) x (C3 : Q8)",4
1536,408155095,"Q8 x (C3 : ((C2 x Q16) : C2))",4
1536,408179627,"(((((C4 x C2 x C2) : C2) : C2) : C2) : C2) x S3",4
1536,408179669,"((((C2 x Q16) : C2) : C2) : C2) x S3",4
1536,408180345,"(((((C4 x C2 x C2) : C2) : C2) : C2) : C2) x S3",4
1536,408180381,"(((((C2 x Q8) : C2) : C2) : C2) : C2) x S3",4
1536,408185074,"C3 : ((C2 x D8 x D16) : C2)",4
1536,408185179,"C3 : ((C2 x D8 x Q16) : C2)",4
1536,408209578,"(((C4 x D16) : C2) : C2) x S3",4
1536,408211669,"C3 : ((((C2 x ((C8 x C2) : C2)) : C2) : C2) : C2)",4
1536,408211738,"C3 : ((((C2 x ((C8 x C2) : C2)) : C2) : C2) : C2)",4
1536,408234969,"(((((C4 x C4) : C2) : C2) : C2) : C2) x S3",4
1536,408234971,"C2 x (C3 : (((((C4 x C4) : C2) : C2) : C2) : C2))",8
1536,408234976,"C2 x (C3 : (((((C4 x C4) : C2) : C2) : C2) : C2))",8
1536,408234977,"(((C4 : Q16) : C2) : C2) x S3",4
1536,408234979,"C2 x (C3 : (((C4 : Q16) : C2) : C2))",8
1536,408234984,"C2 x (C3 : (((C4 : Q16) : C2) : C2))",8
1536,408236514,"C3 : ((((C2 x C2 x D16) : C2) : C2) : C2)",4
1536,408236515,"C3 : ((((C2 x C2 x D16) : C2) : C2) : C2)",4
1536,408236529,"C3 : ((((C2 x C2 x Q16) : C2) : C2) : C2)",4
1536,408236530,"C3 : ((((C2 x C2 x Q16) : C2) : C2) : C2)",4
1536,408252926,"(((C8 : Q8) : C2) : C2) x S3",4
1536,408252928,"C2 x (C3 : (((C8 : Q8) : C2) : C2))",8
1536,408252933,"C2 x (C3 : (((C8 : Q8) : C2) : C2))",8
1536,408252934,"(((C8 : Q8) : C2) : C2) x S3",4
1536,408252936,"C2 x (C3 : (((C8 : Q8) : C2) : C2))",8
1536,408252941,"C2 x (C3 : (((C8 : Q8) : C2) : C2))",8
1536,408254472,"C3 : ((((C2 x (C8 : C4)) : C2) : C2) : C2)",4
1536,408254473,"C3 : ((((C2 x (C8 : C4)) : C2) : C2) : C2)",4
1536,408372397,"D16 x (C3 : ((C2 x C2 x C2) : (C2 x C2)))",4
1536,408372402,"((C2 x C2 x C2) : (C2 x C2)) x D48",4
1536,408372416,"Q16 x (C3 : ((C2 x C2 x C2) : (C2 x C2)))",4
1536,408372421,"((C2 x C2 x C2) : (C2 x C2)) x (C3 : Q16)",4
1536,408379335,"C3 : ((C2 x D8 x D16) : C2)",4
1536,408379348,"C3 : ((C2 x D8 x D16) : C2)",4
1536,408379375,"C3 : ((C2 x D8 x Q16) : C2)",4
1536,408379388,"C3 : ((C2 x D8 x Q16) : C2)",4
1536,408391279,"C3 : ((((C2 x ((C8 x C2) : C2)) : C2) : C2) : C2)",4
1536,408391284,"C3 : ((((C2 x ((C8 x C2) : C2)) : C2) : C2) : C2)",4
1536,408391287,"C3 : ((((C2 x ((C8 x C2) : C2)) : C2) : C2) : C2)",4
1536,408391292,"C3 : ((((C2 x ((C8 x C2) : C2)) : C2) : C2) : C2)",4
1536,408445614,"D16 x (C3 : ((C2 x Q8) : C2))",4
1536,408445620,"((C2 x Q8) : C2) x D48",4
1536,408446533,"C3 : (((D8 x D16) : C2) : C2)",4
1536,408446545,"C3 : (((D8 x D16) : C2) : C2)",4
1536,408446547,"C3 : (((D8 x D16) : C2) : C2)",4
1536,408457852,"C3 : ((((C2 x ((C8 x C2) : C2)) : C2) : C2) : C2)",4
1536,408457856,"C3 : ((((C2 x ((C8 x C2) : C2)) : C2) : C2) : C2)",4
1536,408457864,"C3 : ((((C2 x ((C8 x C2) : C2)) : C2) : C2) : C2)",4
1536,408457983,"Q16 x (C3 : ((C2 x Q8) : C2))",4
1536,408457989,"((C2 x Q8) : C2) x (C3 : Q16)",4
1536,408494265,"C2 x C2 x C2 x D32 x S3",16
1536,408494267,"C2 x C2 x C2 x C2 x D96",32
1536,408494286,"C2 x (((C2 x D32) : C2) x S3)",4
1536,408494288,"C2 x C2 x (C3 : ((C2 x D32) : C2))",8
1536,408494291,"C2 x C2 x (C3 : ((C2 x D32) : C2))",8
1536,408494300,"C2 x (((((C8 x C2) : C2) : C2) : C2) x S3)",4
1536,408494301,"C2 x C2 x (C3 : ((((C8 x C2) : C2) : C2) : C2))",8
1536,408494304,"C2 x C2 x (C3 : ((((C8 x C2) : C2) : C2) : C2))",8
1536,408494337,"C3 : ((C2 x ((C2 x D32) : C2)) : C2)",2
