Order,SmallGroup_ID,StructureDescription,CenterSize
1536,408494340,"C3 : ((C2 x ((C2 x D32) : C2)) : C2)",2
1536,408494349,"C3 : ((((C2 x D32) : C2) : C2) : C2)",2
1536,408494352,"C3 : ((((C2 x D32) : C2) : C2) : C2)",2
1536,408494363,"C2 x C2 x C2 x Q32 x S3",16
1536,408494365,"C2 x C2 x C2 x C2 x (C3 : Q32)",32
1536,408494467,"C2 x C2 x C2 x (((C2 x C2 x C2 x C2) : C2) x S3)",32
1536,408494523,"C2 x C2 x C2 x (((C4 x C4) : C2) x S3)",32
1536,408494525,"C2 x C2 x C2 x C2 x (C3 : ((C4 x C4) : C2))",64
1536,408494526,"C2 x C2 x C2 x ((C4 : Q8) x S3)",32
1536,408494529,"C2 x C2 x C2 x C2 x (C3 : (C4 : Q8))",64
1536,408494704,"C2 x C2 x D8 x D8 x S3",16
1536,408494709,"C2 x C2 x C2 x D8 x D24",32
1536,408494710,"C2 x C2 x Q8 x D8 x S3",16
1536,408494714,"C2 x C2 x C2 x (D8 x (C3 : Q8))",32
1536,408494715,"C2 x C2 x C2 x Q8 x D24",32
1536,408494863,"C2 x C2 x Q8 x Q8 x S3",16
1536,408494865,"C2 x C2 x C2 x (Q8 x (C3 : Q8))",32
1536,408494914,"C2 x (((C2 x ((C2 x C2 x C2 x C2) : C2)) : C2) x S3)",8
1536,408494918,"C2 x C2 x (C3 : ((C2 x ((C2 x C2 x C2 x C2) : C2)) : C2))",16
1536,408495202,"C2 x (((((C2 x C2 x C2 x C2) : C2) : C2) : C2) x S3)",8
1536,408495204,"C2 x C2 x (C3 : ((((C2 x C2 x C2 x C2) : C2) : C2) : C2))",16
1536,408495358,"C2 x (((((C4 x C4) : C2) : C2) : C2) x S3)",8
1536,408495360,"C2 x C2 x (C3 : ((((C4 x C4) : C2) : C2) : C2))",16
1536,408495365,"C2 x C2 x (C3 : ((((C4 x C4) : C2) : C2) : C2))",16
1536,408495366,"C2 x ((((C4 : Q8) : C2) : C2) x S3)",8
1536,408495368,"C2 x C2 x (C3 : (((C4 : Q8) : C2) : C2))",16
1536,408495375,"C2 x C2 x (C3 : (((C4 : Q8) : C2) : C2))",16
1536,408495452,"C2 x ((((C4 : Q8) : C2) : C2) x S3)",8
1536,408495454,"C2 x C2 x (C3 : (((C4 : Q8) : C2) : C2))",16
1536,408495459,"C2 x C2 x (C3 : (((C4 : Q8) : C2) : C2))",16
1536,408496023,"D8 x ((C2 x C2 x C2) : (C2 x C2)) x S3",4
1536,408496026,"C2 x (D8 x (C3 : ((C2 x C2 x C2) : (C2 x C2))))",8
1536,408496031,"C2 x (((C2 x C2 x C2) : (C2 x C2)) x D24)",8
1536,408496032,"Q8 x ((C2 x C2 x C2) : (C2 x C2)) x S3",4
1536,408496035,"C2 x (Q8 x (C3 : ((C2 x C2 x C2) : (C2 x C2))))",8
1536,408496037,"C2 x (((C2 x C2 x C2) : (C2 x C2)) x (C3 : Q8))",8
1536,408496276,"D8 x ((C2 x Q8) : C2) x S3",4
1536,408496278,"C2 x (D8 x (C3 : ((C2 x Q8) : C2)))",8
1536,408496284,"C2 x (((C2 x Q8) : C2) x D24)",8
1536,408496285,"Q8 x ((C2 x Q8) : C2) x S3",4
1536,408496287,"C2 x (Q8 x (C3 : ((C2 x Q8) : C2)))",8
1536,408496290,"C2 x (((C2 x Q8) : C2) x (C3 : Q8))",8
1536,408496629,"C3 : ((C2 x ((C2 x ((C2 x C2 x C2 x C2) : C2)) : C2)) : C2)",4
1536,408496896,"C3 : ((C2 x ((((C2 x C2 x C2 x C2) : C2) : C2) : C2)) : C2)",4
1536,408497094,"C3 : (((C2 x (((C4 x C4) : C2) : C2)) : C2) : C2)",4
1536,408497099,"C3 : (((C2 x (((C4 x C4) : C2) : C2)) : C2) : C2)",4
1536,408497101,"C3 : (((C2 x ((C4 : Q8) : C2)) : C2) : C2)",4
1536,408497108,"C3 : (((C2 x ((C4 : Q8) : C2)) : C2) : C2)",4
1536,408497177,"C3 : (((C2 x ((C4 : Q8) : C2)) : C2) : C2)",4
1536,408497182,"C3 : (((C2 x ((C4 : Q8) : C2)) : C2) : C2)",4
1536,408498090,"(((D8 x D8) : C2) : C2) x S3",4
1536,408498404,"(((((C2 x C2 x C2 x C2) : C2) : C2) : C2) : C2) x S3",4
1536,408498409,"C2 x (C3 : (((((C2 x C2 x C2 x C2) : C2) : C2) : C2) : C2))",8
1536,408498411,"(((((C4 x C2 x C2) : C2) : C2) : C2) : C2) x S3",4
1536,408498418,"C2 x (C3 : (((((C4 x C2 x C2) : C2) : C2) : C2) : C2))",8
1536,408502002,"((C2 x D8 x D8) : C2) x S3",4
1536,408502004,"C2 x (C3 : ((C2 x D8 x D8) : C2))",8
1536,408502102,"((C2 x Q8 x D8) : C2) x S3",4
1536,408502104,"C2 x (C3 : ((C2 x Q8 x D8) : C2))",8
1536,408502112,"C2 x (C3 : ((C2 x Q8 x D8) : C2))",8
1536,408502677,"((C2 x Q8 x Q8) : C2) x S3",4
1536,408502679,"C2 x (C3 : ((C2 x Q8 x Q8) : C2))",8
1536,408502683,"C2 x (C3 : ((C2 x Q8 x Q8) : C2))",8
1536,408502746,"((((C4 x D8) : C2) : C2) : C2) x S3",4
1536,408502747,"C2 x (C3 : ((((C4 x D8) : C2) : C2) : C2))",8
1536,408505258,"C3 : ((C2 x ((D8 x D8) : C2)) : C2)",4
1536,408505270,"C3 : ((C2 x ((((C4 x C2 x C2) : C2) : C2) : C2)) : C2)",4
1536,408505276,"C3 : ((C2 x ((((C4 x C2 x C2) : C2) : C2) : C2)) : C2)",4
1536,408506629,"C3 : ((((((C4 x C2 x C2) : C2) : C2) : C2) : C2) : C2)",4
1536,408507605,"C3 : ((C2 x ((D8 x D8) : C2)) : C2)",4
1536,408507614,"C3 : ((C2 x ((D8 x D8) : C2)) : C2)",4
1536,408507617,"C3 : ((C2 x ((((C4 x C2 x C2) : C2) : C2) : C2)) : C2)",4
1536,408507623,"C3 : ((C2 x ((((C4 x C2 x C2) : C2) : C2) : C2)) : C2)",4
1536,408507633,"C3 : ((C2 x ((((C4 x C2 x C2) : C2) : C2) : C2)) : C2)",4
1536,408507694,"C3 : ((C2 x ((((C2 x Q8) : C2) : C2) : C2)) : C2)",4
1536,408507703,"C3 : ((C2 x ((((C2 x Q8) : C2) : C2) : C2)) : C2)",4
1536,408526436,"C2 x C2 x C2 x C2 x D16 x S3",32
1536,408526438,"C2 x C2 x C2 x C2 x C2 x D48",64
1536,408526457,"C2 x C2 x (((C2 x D16) : C2) x S3)",8
1536,408526459,"C2 x C2 x C2 x (C3 : ((C2 x D16) : C2))",16
1536,408526462,"C2 x C2 x C2 x (C3 : ((C2 x D16) : C2))",16
1536,408526471,"C2 x C2 x ((((C8 x C2) : C2) : C2) x S3)",8
1536,408526472,"C2 x C2 x C2 x (C3 : (((C8 x C2) : C2) : C2))",16
1536,408526475,"C2 x C2 x C2 x (C3 : (((C8 x C2) : C2) : C2))",16
1536,408526508,"((C2 x ((C2 x D16) : C2)) : C2) x S3",2
1536,408526510,"C2 x (C3 : ((C2 x ((C2 x D16) : C2)) : C2))",4
1536,408526513,"C2 x (C3 : ((C2 x ((C2 x D16) : C2)) : C2))",4
1536,408526522,"((((C2 x D16) : C2) : C2) : C2) x S3",2
1536,408526524,"C2 x (C3 : ((((C2 x D16) : C2) : C2) : C2))",4
1536,408526527,"C2 x (C3 : ((((C2 x D16) : C2) : C2) : C2))",4
1536,408526559,"C2 x C2 x C2 x C2 x Q16 x S3",32
1536,408526561,"C2 x C2 x C2 x C2 x C2 x (C3 : Q16)",64
1536,408526564,"C2 x C2 x C2 x C2 x C2 x D8 x S3",64
1536,408526566,"C2 x C2 x C2 x C2 x C2 x C2 x D24",128
1536,408526567,"C2 x C2 x C2 x C2 x C2 x Q8 x S3",64
1536,408526568,"C2 x C2 x C2 x C2 x C2 x C2 x (C3 : Q8)",128
1536,408526573,"C2 x C2 x C2 x (((C2 x C2 x C2) : (C2 x C2)) x S3)",16
1536,408526575,"C2 x C2 x C2 x C2 x (C3 : ((C2 x C2 x C2) : (C2 x C2)))",32
1536,408526576,"C2 x C2 x C2 x (((C2 x Q8) : C2) x S3)",16
1536,408526577,"C2 x C2 x C2 x C2 x (C3 : ((C2 x Q8) : C2))",32
1536,408526583,"C2 x (((C2 x ((C2 x C2 x C2) : (C2 x C2))) : C2) x S3)",4
1536,408526585,"C2 x C2 x (C3 : ((C2 x ((C2 x C2 x C2) : (C2 x C2))) : C2))",8
1536,408526586,"C2 x (((C2 x ((C2 x Q8) : C2)) : C2) x S3)",4
1536,408526588,"C2 x C2 x (C3 : ((C2 x ((C2 x Q8) : C2)) : C2))",8
1536,408526594,"C3 : ((C2 x ((C2 x ((C2 x C2 x C2) : (C2 x C2))) : C2)) : C2)",2
1536,408526596,"C3 : ((C2 x ((C2 x ((C2 x Q8) : C2)) : C2)) : C2)",2
1536,408526597,"C2 x C2 x C2 x C2 x C2 x C2 x C2 x C2 x S3",256
1536,408544832,"(((((C2 x ((C4 x C2) : C2)) : C2) : C2) : C2) : C3) : C2",1
1536,408550734,"((((((C4 x C4) : C2) : C2) : C2) : C3) : C2) : C2",1
1536,408555118,"C2 x ((C2 . ((((C4 x C2) : C4) : C3) : C2) = ((C4 . (C4 x C4)) : C3) . C2) : C2)",4
1536,408555120,"C2 x (((((C2 x (C8 : C2)) : C2) : C2) : C3) : C2)",4
1536,408555262,"(C2 x C2) . (C2 x ((((C2 x C2 x C2 x C2) : C2) : C3) : C2)) = ((((C2 x Q8) : C2) : C2) : C3) . (C2 x C2 x C2)",4
1536,408557361,"S4 x D64",2
1536,408557368,"S4 x Q64",2
1536,408585150,"C2 x C2 x ((((C2 x ((C4 x C2) : C2)) : C2) : C3) : C2)",8
1536,408585582,"C2 x C2 x (C2 . ((((C2 x C2 x C2 x C2) : C2) : C3) : C2) = ((C2 x C2 x Q8) : C3) . (C2 x C2))",8
1536,408594201,"(C2 x ((((C2 x ((C4 x C2) : C2)) : C2) : C3) : C2)) : C2",2
1536,408594285,"(((((C2 x ((C4 x C2) : C2)) : C2) : C3) : C2) : C2) : C2",2
1536,408598324,"(((((C4 x C2) : Q8) : C3) : C2) : C2) : C2",2
1536,408598399,"(((((C4 x C2) : Q8) : C3) : C2) : C2) : C2",2
1536,408598440,"D8 x ((((C2 x C2 x C2 x C2) : C2) : C3) : C2)",2
1536,408598443,"D8 x ((((C4 x C4) : C2) : C3) : C2)",2
1536,408607491,"Q8 x ((((C2 x C2 x C2 x C2) : C2) : C3) : C2)",2
1536,408609037,"Q8 x ((((C4 x C4) : C2) : C3) : C2)",2
1536,408616110,"S4 x ((C8 : (C2 x C2)) : C2)",2
1536,408616131,"S4 x (((C2 x Q8) : C2) : C2)",2
1536,408616173,"S4 x (((C2 x C2 x C2 x C2) : C2) : C2)",2
1536,408616184,"C2 x (((C2 . (((C2 x C2 x C2 x C2) : C3) : C2) = (((C2 x C2 x C2) : (C2 x C2)) : C3) . C2) : C2) : C2)",4
1536,408616187,"C2 x ((((((C2 x C2 x C2 x C2) : C2) : C2) : C3) : C2) : C2)",4
1536,408619142,"S4 x (((C4 x C4) : C2) : C2)",4
1536,408619159,"S4 x (C4 : Q16)",4
1536,408619452,"S4 x (C8 : Q8)",4
1536,408620592,"D16 x ((C2 . S4 = SL(2;3) . C2) : C2)",4
1536,408620616,"D16 x ((((C4 x C2) : C2) : C3) : C2)",4
1536,408620724,"Q16 x ((C2 . S4 = SL(2;3) . C2) : C2)",4
1536,408620748,"Q16 x ((((C4 x C2) : C2) : C3) : C2)",4
1536,408625032,"C2 x S4 x D32",4
1536,408625041,"C2 x S4 x Q32",4
1536,408625073,"((((((C8 x C2) : C2) : C3) : C2) : C2) : C2) : C2",2
1536,408625075,"((((((C8 x C2) : C2) : C3) : C2) : C2) : C2) : C2",2
1536,408634200,"C2 x C2 x C2 x ((((C2 x C2 x C2 x C2) : C2) : C3) : C2)",8
1536,408634201,"C2 x (S4 x ((C2 x C2 x C2 x C2) : C2))",8
1536,408634478,"C2 x C2 x C2 x ((((C4 x C4) : C2) : C3) : C2)",8
1536,408634479,"C2 x (S4 x ((C4 x C4) : C2))",8
1536,408634491,"C2 x (S4 x (C4 : Q8))",8
1536,408634973,"S4 x D8 x D8",4
1536,408635005,"S4 x D8 x Q8",4
1536,408635223,"C2 x (D8 x ((C2 . S4 = SL(2;3) . C2) : C2))",8
1536,408635241,"C2 x (D8 x ((((C4 x C2) : C2) : C3) : C2))",8
1536,408635617,"S4 x Q8 x Q8",4
1536,408635627,"C2 x (Q8 x ((C2 . S4 = SL(2;3) . C2) : C2))",8
1536,408635666,"C2 x (((((C4 x C2) : C2) : C3) : C2) x Q8)",8
1536,408636679,"(C2 x (((C2 x (C2 . S4 = SL(2;3) . C2)) : C2) : C2)) : C2",4
1536,408636689,"(C2 x (((C2 x GL(2;3)) : C2) : C2)) : C2",4
1536,408636731,"(C2 x (((C2 x GL(2;3)) : C2) : C2)) : C2",4
1536,408636733,"(C2 x ((((((C4 x C2) : C2) : C3) : C2) : C2) : C2)) : C2",4
1536,408636766,"((Q8 x GL(2;3)) : C2) : C2",4
1536,408639452,"C2 x C2 x S4 x D16",8
1536,408639461,"C2 x C2 x S4 x Q16",8
1536,408639488,"S4 x (((C2 x C2 x C2) : (C2 x C2)) : C2)",2
1536,408639504,"S4 x (((C2 x Q8) : C2) : C2)",2
1536,408639510,"C2 x (((((((C4 x C2) : C2) : C3) : C2) : C2) : C2) : C2)",4
1536,408639512,"C2 x (((((((C4 x C2) : C2) : C3) : C2) : C2) : C2) : C2)",4
1536,408640920,"C2 x C2 x C2 x S4 x D8",16
1536,408640926,"C2 x C2 x C2 x S4 x Q8",16
1536,408640929,"C2 x C2 x C2 x C2 x ((C2 . S4 = SL(2;3) . C2) : C2)",32
1536,408640931,"C2 x C2 x C2 x C2 x ((((C4 x C2) : C2) : C3) : C2)",32
1536,408640939,"C2 x (S4 x ((C2 x C2 x C2) : (C2 x C2)))",4
1536,408640946,"C2 x (S4 x ((C2 x Q8) : C2))",4
1536,408640950,"C2 x C2 x ((C2 x ((((C4 x C2) : C2) : C3) : C2)) : C2)",8
1536,408640951,"C2 x C2 x ((((((C4 x C2) : C2) : C3) : C2) : C2) : C2)",8
1536,408640963,"(C2 x ((C2 x ((((C4 x C2) : C2) : C3) : C2)) : C2)) : C2",2
1536,408640964,"(C2 x ((((((C4 x C2) : C2) : C3) : C2) : C2) : C2)) : C2",2
1536,408641059,"C2 x C2 x C2 x C2 x C2 x C2 x S4",64
