Order, SmallGroup_ID, StructureDescription, CenterSize
720,831,"C2 x C2 x S3 x D30",4
720,839,"C2 x C2 x C2 x ((C15 x C3) : C2)",8
722,1,"D722",1
722,4,"(C19 x C19) : C2",1
724,4,"D724",2
726,3,"D726",1
726,12,"C3 : ((C11 x C11) : C2)",1
728,24,"C7 : (C13 : Q8)",2
728,26,"D728",2
728,36,"C2 x D14 x D26",2
728,39,"C2 x C2 x D182",4
730,3,"D730",1
732,11,"S3 x D122",1
732,17,"D732",2
734,1,"D734",1
736,5,"D736",2
736,7,"C23 : Q32",2
736,64,"C23 : (C4 : Q8)",4
736,69,"C23 : ((C4 x C4) : C2)",4
736,98,"C2 x D368",4
736,100,"C2 x (C23 : Q16)",4
736,105,"D16 x D46",2
736,112,"Q16 x D46",2
736,173,"C2 x C2 x (C23 : Q8)",8
736,175,"C2 x C2 x D184",8
736,177,"C2 x D8 x D46",4
736,180,"C2 x Q8 x D46",4
736,184,"C23 : ((C2 x C2 x C2) : (C2 x C2))",2
736,185,"C23 : ((C2 x Q8) : C2)",2
736,194,"C2 x C2 x C2 x C2 x D46",16
738,3,"D738",1
738,9,"(C3 x C3) : D82",1
740,11,"D10 x D74",1
740,14,"D740",2
742,3,"D742",1
744,34,"C3 : (C31 : Q8)",2
744,36,"D744",2
744,47,"C2 x S3 x D62",2
744,53,"C2 x C2 x D186",4
746,1,"D746",1
748,7,"D22 x D34",1
748,10,"D748",2
750,3,"D750",1
750,21,"C3 : ((C25 x C5) : C2)",1
750,38,"C3 : ((C5 x C5 x C5) : C2)",1
752,6,"D752",2
752,7,"C47 : Q16",2
752,27,"C2 x (C47 : Q8)",4
752,29,"C2 x D376",4
752,31,"D8 x D94",2
752,33,"Q8 x D94",2
752,41,"C2 x C2 x C2 x D94",8
754,3,"D754",1
756,8,"D14 x D54",1
756,14,"D756",2
756,92,"D14 x ((C9 x C3) : C2)",1
756,96,"S3 x D126",1
756,97,"D42 x D18",1
756,131,"C2 x ((C9 x C3) : D14)",2
756,172,"((C3 x C3 x C3) : C2) x D14",1
756,174,"((C3 x C3) : C2) x D42",1
756,175,"S3 x ((C3 x C3) : D14)",1
756,188,"C2 x ((C3 x C3 x C3) : D14)",2
758,1,"D758",1
760,24,"C5 : (C19 : Q8)",2
760,26,"D760",2
760,35,"C2 x D10 x D38",2
760,38,"C2 x C2 x D190",4
762,5,"D762",1
764,3,"D764",2
766,1,"D766",1
768,57481,"D768",2
768,57486,"C3 : Q256",2
768,84280,"C3 : (((((C4 x C4) : C2) : C2) : C2) : C2)",4
768,84283,"C3 : (C8 : Q32)",4
768,84305,"C3 : (C16 : Q16)",4
768,90563,"C3 : (((C2 x D32) : C2) : C2)",4
768,90566,"C3 : (C4 : Q64)",4
768,90588,"C3 : (C32 : Q8)",4
768,90609,"D128 x S3",2
768,90611,"C2 x D384",4
768,90616,"Q128 x S3",2
768,90618,"C2 x (C3 : Q128)",4
768,157257,"((((C4 x C4) : C2) : C2) : C2) x S3",4
768,157259,"C2 x (C3 : ((((C4 x C4) : C2) : C2) : C2))",8
768,157260,"(C8 : Q16) x S3",4
768,157263,"C2 x (C3 : (C8 : Q16))",8
768,161916,"D16 x D48",4
768,161990,"Q16 x D48",4
768,161991,"D16 x (C3 : Q16)",4
768,162412,"Q16 x (C3 : Q16)",4
768,322087,"C3 : ((C2 x (((C4 x C4) : C2) : C2)) : C2)",8
768,322090,"C3 : ((C4 x C4) : Q16)",8
768,322144,"C3 : ((C8 x C4) : Q8)",8
768,323566,"((((C2 x C2 x C2) : (C2 x C2)) : C2) : C2) x S3",2
768,323740,"((Q8 x Q8) : C2) x S3",2
768,324950,"(((C2 x D16) : C2) : C2) x S3",4
768,324953,"C2 x (C3 : (((C2 x D16) : C2) : C2))",8
768,324954,"(C4 : Q32) x S3",4
768,324957,"C2 x (C3 : (C4 : Q32))",8
768,325042,"(C16 : Q8) x S3",4
768,325045,"C2 x (C3 : (C16 : Q8))",8
768,326222,"D32 x D24",4
768,326223,"D8 x D96",4
768,326297,"Q32 x D24",4
768,326298,"D8 x (C3 : Q32)",4
768,326363,"C3 : ((((C2 x D16) : C2) : C2) : C2)",2
768,326364,"C3 : ((((C2 x D16) : C2) : C2) : C2)",2
768,326382,"C3 : ((((C2 x Q16) : C2) : C2) : C2)",2
768,326383,"C3 : ((((C2 x Q16) : C2) : C2) : C2)",2
768,327431,"D32 x (C3 : Q8)",4
768,327432,"Q8 x D96",4
768,327462,"Q32 x (C3 : Q8)",4
768,327463,"Q8 x (C3 : Q32)",4
768,327682,"C2 x D64 x S3",4
768,327684,"C2 x C2 x D192",8
768,327689,"C2 x Q64 x S3",4
768,327691,"C2 x C2 x (C3 : Q64)",8
768,327716,"C3 : ((C2 x D64) : C2)",2
768,327719,"C3 : ((C2 x D64) : C2)",2
768,327728,"C3 : ((C2 x Q64) : C2)",2
768,327731,"C3 : ((C2 x Q64) : C2)",2
768,364861,"((C2 x C2 x C2 x C2) : C2) x D24",8
768,365387,"((C4 x C4) : C2) x D24",8
768,365388,"D8 x (C3 : ((C4 x C4) : C2))",8
768,365398,"(C4 : Q8) x D24",8
768,365399,"D8 x (C3 : (C4 : Q8))",8
768,374427,"((C2 x C2 x C2 x C2) : C2) x (C3 : Q8)",8
768,374672,"((C4 x C4) : C2) x (C3 : Q8)",8
768,374673,"Q8 x (C3 : ((C4 x C4) : C2))",8
768,374678,"(C4 : Q8) x (C3 : Q8)",8
768,374680,"Q8 x (C3 : (C4 : Q8))",8
768,375391,"((C2 x ((C2 x C2 x C2 x C2) : C2)) : C2) x S3",8
768,375660,"((C2 x ((C4 x C4) : C2)) : C2) x S3",8
768,375662,"C2 x (C3 : ((C2 x ((C4 x C4) : C2)) : C2))",16
768,375663,"((C4 x C4) : Q8) x S3",8
768,375666,"C2 x (C3 : ((C4 x C4) : Q8))",16
768,1035966,"((C2 x C2 x D16) : C2) x S3",4
768,1035996,"((C2 x C2 x Q16) : C2) x S3",4
768,1036167,"C2 x ((((C4 x C4) : C2) : C2) x S3)",4
768,1036185,"C2 x (((C4 : Q8) : C2) x S3)",4
768,1036244,"C3 : ((C2 x (((C4 x C4) : C2) : C2)) : C2)",2
768,1036271,"C3 : ((C2 x ((C4 : Q8) : C2)) : C2)",2
768,1036279,"C2 x ((((C2 x C2 x C2 x C2) : C2) : C2) x S3)",4
768,1036317,"C3 : ((C2 x (((C2 x C2 x C2 x C2) : C2) : C2)) : C2)",2
768,1036323,"C3 : (((((C2 x C2 x C2 x C2) : C2) : C2) : C2) : C2)",2
768,1038968,"C2 x ((((C4 x C4) : C2) : C2) x S3)",8
768,1038971,"C2 x C2 x (C3 : (((C4 x C4) : C2) : C2))",16
768,1038972,"C2 x ((C4 : Q16) x S3)",8
768,1038975,"C2 x C2 x (C3 : (C4 : Q16))",16
768,1039108,"C3 : ((C2 x (((C4 x C4) : C2) : C2)) : C2)",4
768,1039113,"C3 : ((C2 x (((C4 x C4) : C2) : C2)) : C2)",4
768,1039115,"C3 : ((C2 x (C4 : Q16)) : C2)",4
768,1039120,"C3 : ((C2 x (C4 : Q16)) : C2)",4
768,1039163,"C2 x ((C8 : Q8) x S3)",8
768,1039166,"C2 x C2 x (C3 : (C8 : Q8))",16
768,1039259,"C3 : ((C2 x (C8 : Q8)) : C2)",4
768,1039264,"C3 : ((C2 x (C8 : Q8)) : C2)",4
768,1044755,"D8 x D16 x S3",4
768,1044762,"C2 x D16 x D24",8
768,1044763,"C2 x D8 x D48",8
768,1044837,"D8 x Q16 x S3",4
768,1044844,"C2 x Q16 x D24",8
768,1044845,"C2 x (D8 x (C3 : Q16))",8
768,1044884,"C3 : (((C2 x (C8 : (C2 x C2))) : C2) : C2)",4
768,1044950,"C3 : (((C2 x ((C2 x Q8) : C2)) : C2) : C2)",4
768,1045602,"C3 : (((C2 x (C8 : (C2 x C2))) : C2) : C2)",4
768,1045603,"C3 : (((C2 x (C8 : (C2 x C2))) : C2) : C2)",4
768,1045627,"C3 : (((C2 x ((C2 x Q8) : C2)) : C2) : C2)",4
768,1045628,"C3 : (((C2 x ((C2 x Q8) : C2)) : C2) : C2)",4
768,1045789,"(((C8 : (C2 x C2)) : C2) : C2) x S3",2
768,1045794,"C2 x (C3 : (((C8 : (C2 x C2)) : C2) : C2))",4
768,1045795,"((((C2 x Q8) : C2) : C2) : C2) x S3",2
768,1045800,"C2 x (C3 : ((((C2 x Q8) : C2) : C2) : C2))",4
768,1049978,"Q8 x D16 x S3",4
768,1049982,"C2 x (D16 x (C3 : Q8))",8
768,1049983,"C2 x Q8 x D48",8
768,1050013,"Q8 x Q16 x S3",4
768,1050017,"C2 x (Q16 x (C3 : Q8))",8
768,1050018,"C2 x (Q8 x (C3 : Q16))",8
768,1050244,"C3 : ((((C4 : Q8) : C2) : C2) : C2)",4
768,1050248,"C3 : ((((C4 : Q8) : C2) : C2) : C2)",4
768,1072066,"C3 : (((((C4 x C2 x C2) : C2) : C2) : C2) : C2)",4
768,1072071,"C3 : (((((C4 x C2 x C2) : C2) : C2) : C2) : C2)",4
768,1072073,"C3 : (((C4 : Q16) : C2) : C2)",4
768,1072078,"C3 : (((C4 : Q16) : C2) : C2)",4
768,1073099,"C3 : (((((C4 x C2 x C2) : C2) : C2) : C2) : C2)",4
768,1073104,"C3 : (((((C4 x C2 x C2) : C2) : C2) : C2) : C2)",4
768,1073106,"C3 : (((C8 : Q8) : C2) : C2)",4
768,1073111,"C3 : (((C8 : Q8) : C2) : C2)",4
768,1076041,"C2 x C2 x D32 x S3",8
768,1076043,"C2 x C2 x C2 x D96",16
768,1076048,"C2 x C2 x Q32 x S3",8
768,1076050,"C2 x C2 x C2 x (C3 : Q32)",16
768,1076075,"((C2 x D32) : C2) x S3",2
768,1076077,"C2 x (C3 : ((C2 x D32) : C2))",4
768,1076080,"C2 x (C3 : ((C2 x D32) : C2))",4
768,1076089,"((C2 x Q32) : C2) x S3",2
768,1076091,"C2 x (C3 : ((C2 x Q32) : C2))",4
768,1076094,"C2 x (C3 : ((C2 x Q32) : C2))",4
768,1076197,"C2 x C2 x (((C2 x C2 x C2 x C2) : C2) x S3)",16
768,1076253,"C2 x C2 x (((C4 x C4) : C2) x S3)",16
768,1076255,"C2 x C2 x C2 x (C3 : ((C4 x C4) : C2))",32
768,1076256,"C2 x C2 x ((C4 : Q8) x S3)",16
768,1076259,"C2 x C2 x C2 x (C3 : (C4 : Q8))",32
768,1076474,"C2 x D8 x D8 x S3",8
768,1076479,"C2 x C2 x D8 x D24",16
768,1076480,"C2 x Q8 x D8 x S3",8
768,1076484,"C2 x C2 x (D8 x (C3 : Q8))",16
768,1076485,"C2 x C2 x Q8 x D24",16
768,1076633,"C2 x Q8 x Q8 x S3",8
768,1076635,"C2 x C2 x (Q8 x (C3 : Q8))",16
768,1077443,"((C2 x ((C2 x C2 x C2 x C2) : C2)) : C2) x S3",4
768,1077447,"C2 x (C3 : ((C2 x ((C2 x C2 x C2 x C2) : C2)) : C2))",8
768,1077729,"((((C2 x C2 x C2 x C2) : C2) : C2) : C2) x S3",4
768,1077731,"C2 x (C3 : ((((C2 x C2 x C2 x C2) : C2) : C2) : C2))",8
768,1077883,"((((C4 x C4) : C2) : C2) : C2) x S3",4
768,1077885,"C2 x (C3 : ((((C4 x C4) : C2) : C2) : C2))",8
768,1077890,"C2 x (C3 : ((((C4 x C4) : C2) : C2) : C2))",8
768,1077891,"(((C4 : Q8) : C2) : C2) x S3",4
768,1077893,"C2 x (C3 : (((C4 : Q8) : C2) : C2))",8
768,1077900,"C2 x (C3 : (((C4 : Q8) : C2) : C2))",8
768,1077976,"(((C4 : Q8) : C2) : C2) x S3",4
768,1077978,"C2 x (C3 : (((C4 : Q8) : C2) : C2))",8
768,1077983,"C2 x (C3 : (((C4 : Q8) : C2) : C2))",8
768,1078449,"C3 : (((((C2 x C2 x C2 x C2) : C2) : C2) : C2) : C2)",4
768,1078457,"C3 : (((((C4 x C2 x C2) : C2) : C2) : C2) : C2)",4
768,1081668,"D8 x (C3 : ((C2 x C2 x C2) : (C2 x C2)))",4
768,1081673,"((C2 x C2 x C2) : (C2 x C2)) x D24",4
768,1081676,"Q8 x (C3 : ((C2 x C2 x C2) : (C2 x C2)))",4
768,1081678,"((C2 x C2 x C2) : (C2 x C2)) x (C3 : Q8)",4
768,1081877,"D8 x (C3 : ((C2 x Q8) : C2))",4
768,1081883,"((C2 x Q8) : C2) x D24",4
768,1081885,"Q8 x (C3 : ((C2 x Q8) : C2))",4
768,1081888,"((C2 x Q8) : C2) x (C3 : Q8)",4
768,1082072,"C3 : ((C2 x D8 x D8) : C2)",4
768,1082167,"C3 : ((C2 x Q8 x D8) : C2)",4
768,1082175,"C3 : ((C2 x Q8 x D8) : C2)",4
768,1082631,"C3 : ((C2 x Q8 x Q8) : C2)",4
768,1082635,"C3 : ((C2 x Q8 x Q8) : C2)",4
768,1082658,"C3 : ((((C4 x D8) : C2) : C2) : C2)",4
768,1083341,"C2 x C2 x C2 x D16 x S3",16
768,1083343,"C2 x C2 x C2 x C2 x D48",32
768,1083348,"C2 x C2 x C2 x Q16 x S3",16
768,1083350,"C2 x C2 x C2 x C2 x (C3 : Q16)",32
768,1083375,"C2 x (((C2 x D16) : C2) x S3)",4
768,1083377,"C2 x C2 x (C3 : ((C2 x D16) : C2))",8
768,1083380,"C2 x C2 x (C3 : ((C2 x D16) : C2))",8
768,1083389,"C2 x (((C2 x Q16) : C2) x S3)",4
768,1083391,"C2 x C2 x (C3 : ((C2 x Q16) : C2))",8
768,1083394,"C2 x C2 x (C3 : ((C2 x Q16) : C2))",8
768,1083426,"C3 : ((C2 x ((C2 x D16) : C2)) : C2)",2
768,1083429,"C3 : ((C2 x ((C2 x D16) : C2)) : C2)",2
768,1083438,"C3 : ((C2 x ((C2 x Q16) : C2)) : C2)",2
768,1083441,"C3 : ((C2 x ((C2 x Q16) : C2)) : C2)",2
768,1083444,"C2 x C2 x C2 x C2 x D8 x S3",32
768,1083446,"C2 x C2 x C2 x C2 x C2 x D24",64
768,1083447,"C2 x C2 x C2 x C2 x Q8 x S3",32
768,1083448,"C2 x C2 x C2 x C2 x C2 x (C3 : Q8)",64
768,1083453,"C2 x C2 x (((C2 x C2 x C2) : (C2 x C2)) x S3)",8
768,1083455,"C2 x C2 x C2 x (C3 : ((C2 x C2 x C2) : (C2 x C2)))",16
768,1083456,"C2 x C2 x (((C2 x Q8) : C2) x S3)",8
768,1083457,"C2 x C2 x C2 x (C3 : ((C2 x Q8) : C2))",16
768,1083463,"((C2 x ((C2 x C2 x C2) : (C2 x C2))) : C2) x S3",2
768,1083465,"C2 x (C3 : ((C2 x ((C2 x C2 x C2) : (C2 x C2))) : C2))",4
768,1083466,"((C2 x ((C2 x Q8) : C2)) : C2) x S3",2
768,1083468,"C2 x (C3 : ((C2 x ((C2 x Q8) : C2)) : C2))",4
768,1083472,"C2 x C2 x C2 x C2 x C2 x C2 x C2 x S3",128
768,1085768,"((((C2 x (C8 : C2)) : C2) : C2) : C3) : C2",2
768,1085769,"(C2 . ((((C4 x C2) : C4) : C3) : C2) = ((C4 . (C4 x C4)) : C3) . C2) : C2",2
768,1086301,"C2 x ((((C2 x ((C4 x C2) : C2)) : C2) : C3) : C2)",4
768,1086310,"C2 x (C2 . ((((C2 x C2 x C2 x C2) : C2) : C3) : C2) = ((C2 x C2 x Q8) : C3) . (C2 x C2))",4
768,1088556,"(((((C2 x C2 x C2 x C2) : C2) : C2) : C3) : C2) : C2",2
768,1088558,"((C2 . (((C2 x C2 x C2 x C2) : C3) : C2) = (((C2 x C2 x C2) : (C2 x C2)) : C3) . C2) : C2) : C2",2
768,1088585,"D32 x S4",2
768,1088590,"Q32 x S4",2
768,1088763,"((C2 x C2 x C2 x C2) : C2) x S4",4
768,1088789,"((C4 x C4) : C2) x S4",4
768,1088790,"(C4 : Q8) x S4",4
768,1089093,"C2 x C2 x ((((C4 x C4) : C2) : C3) : C2)",4
768,1089108,"C2 x C2 x ((((C2 x C2 x C2 x C2) : C2) : C3) : C2)",4
768,1089270,"C2 x D16 x S4",4
768,1089279,"C2 x Q16 x S4",4
768,1089307,"D8 x ((((C4 x C2) : C2) : C3) : C2)",4
768,1089316,"D8 x ((C2 . S4 = SL(2;3) . C2) : C2)",4
768,1089372,"((((((C4 x C2) : C2) : C3) : C2) : C2) : C2) : C2",2
768,1089379,"((((((C4 x C2) : C2) : C3) : C2) : C2) : C2) : C2",2
768,1089508,"Q8 x ((((C4 x C2) : C2) : C3) : C2)",4
768,1089511,"Q8 x ((C2 . S4 = SL(2;3) . C2) : C2)",4
768,1090146,"C2 x C2 x D8 x S4",8
768,1090147,"C2 x C2 x Q8 x S4",8
768,1090156,"((C2 x C2 x C2) : (C2 x C2)) x S4",2
768,1090158,"((C2 x Q8) : C2) x S4",2
768,1090163,"C2 x C2 x C2 x ((((C4 x C2) : C2) : C3) : C2)",16
768,1090165,"C2 x C2 x C2 x ((C2 . S4 = SL(2;3) . C2) : C2)",16
768,1090172,"C2 x ((C2 x ((((C4 x C2) : C2) : C3) : C2)) : C2)",4
768,1090175,"C2 x ((((((C4 x C2) : C2) : C3) : C2) : C2) : C2)",4
768,1090233,"C2 x C2 x C2 x C2 x C2 x S4",32
770,11,"D770",1
772,4,"D772",2
774,5,"D774",1
774,15,"(C3 x C3) : D86",1
776,4,"C97 : Q8",2
776,6,"D776",2
776,14,"C2 x C2 x D194",4
778,1,"D778",1
780,38,"D30 x D26",1
780,40,"D10 x D78",1
780,41,"S3 x D130",1
780,52,"D780",2
782,3,"D782",1
784,3,"C49 : Q16",2
784,7,"D784",2
784,27,"C2 x (C49 : Q8)",4
784,29,"C2 x D392",4
784,31,"D8 x D98",2
784,33,"Q8 x D98",2
784,45,"C2 x C2 x C2 x D98",8
784,83,"(C7 x C7) : D16",2
784,84,"(C7 x C7) : Q16",2
784,118,"(C7 : Q8) x D14",2
784,125,"D56 x D14",2
784,146,"C2 x ((C7 x C7) : Q8)",4
784,148,"C2 x ((C7 x C7) : D8)",4
784,150,"D8 x ((C7 x C7) : C2)",2
784,152,"Q8 x ((C7 x C7) : C2)",2
784,161,"(C7 x C7) : D16",1
784,169,"C2 x C2 x D14 x D14",4
784,171,"C2 x C2 x C2 x ((C7 x C7) : C2)",8
786,3,"D786",1
788,4,"D788",2
790,3,"D790",1
792,23,"C9 : (C11 : Q8)",2
792,25,"D792",2
792,40,"C2 x D22 x D18",2
792,44,"C2 x C2 x D198",4
792,100,"(C3 x C3) : (C11 : Q8)",2
792,102,"(C3 x C3) : D88",2
792,116,"S3 x S3 x D22",1
792,127,"C2 x (((C3 x C3) : C2) x D22)",2
792,129,"C2 x S3 x D66",2
792,136,"C2 x C2 x ((C3 x C3) : D22)",4
794,1,"D794",1
796,3,"D796",2
798,23,"D798",1
800,6,"D800",2
800,8,"C25 : Q32",2
800,90,"C25 : (C4 : Q8)",4
800,95,"C25 : ((C4 x C4) : C2)",4
800,120,"C2 x (C25 : Q16)",4
800,125,"C2 x D400",4
800,131,"D16 x D50",2
800,138,"Q16 x D50",2
800,216,"C2 x C2 x (C25 : Q8)",8
800,218,"C2 x C2 x D200",8
800,220,"C2 x D8 x D50",4
800,223,"C2 x Q8 x D50",4
800,227,"C25 : ((C2 x C2 x C2) : (C2 x C2))",2
800,228,"C25 : ((C2 x Q8) : C2)",2
800,325,"(C5 x C5) : D32",2
800,327,"(C5 x C5) : Q32",2
800,386,"C2 x C2 x C2 x C2 x D50",16
800,570,"D80 x D10",2
800,576,"(C5 : Q16) x D10",2
800,848,"(C5 x C5) : (C4 : Q8)",4
800,853,"(C5 x C5) : ((C4 x C4) : C2)",4
800,882,"C2 x ((C5 x C5) : D16)",4
800,884,"C2 x ((C5 x C5) : Q16)",4
800,889,"D16 x ((C5 x C5) : C2)",2
800,896,"Q16 x ((C5 x C5) : C2)",2
800,1118,"C2 x ((C5 : Q8) x D10)",4
800,1122,"(C5 x C5) : ((C2 x Q8) : C2)",2
800,1127,"C2 x D40 x D10",4
800,1132,"(C5 x C5) : ((C2 x C2 x C2) : (C2 x C2))",2
800,1134,"D8 x D10 x D10",2
800,1141,"Q8 x D10 x D10",2
800,1170,"C2 x C2 x ((C5 x C5) : Q8)",8
800,1172,"C2 x C2 x ((C5 x C5) : D8)",8
800,1174,"C2 x (D8 x ((C5 x C5) : C2))",4
800,1177,"C2 x (Q8 x ((C5 x C5) : C2))",4
800,1181,"(C5 x C5) : ((C2 x C2 x C2) : (C2 x C2))",2
800,1182,"(C5 x C5) : ((C2 x Q8) : C2)",2
800,1208,"C2 x C2 x C2 x D10 x D10",8
800,1210,"C2 x C2 x C2 x C2 x ((C5 x C5) : C2)",16
802,1,"D802",1
804,8,"S3 x D134",1
804,14,"D804",2
806,3,"D806",1
808,4,"C101 : Q8",2
808,6,"D808",2
808,13,"C2 x C2 x D202",4
810,3,"D810",1
810,47,"(C9 x C9) : D10",1
810,49,"(C27 x C3) : D10",1
810,95,"(C9 x C3 x C3) : D10",1
810,112,"(C3 x C3 x C3 x C3) : D10",1
812,12,"D14 x D58",1
812,15,"D812",2
814,3,"D814",1
816,68,"D816",2
816,69,"C3 : (C17 : Q16)",2
816,121,"(C3 : Q8) x D34",2
816,124,"S3 x (C17 : Q8)",2
816,132,"D24 x D34",2
816,133,"S3 x D136",2
816,171,"C2 x (C3 : (C17 : Q8))",4
816,173,"C2 x D408",4
816,175,"D8 x D102",2
816,177,"Q8 x D102",2
816,190,"D34 x S4",1
816,199,"C2 x C2 x S3 x D34",4
816,204,"C2 x C2 x C2 x D102",8
818,1,"D818",1
820,16,"D10 x D82",1
820,19,"D820",2
822,3,"D822",1
824,3,"C103 : Q8",2
824,5,"D824",2
824,11,"C2 x C2 x D206",4
826,3,"D826",1
828,5,"D46 x D18",1
828,9,"D828",2
828,20,"((C3 x C3) : C2) x D46",1
828,22,"S3 x D138",1
828,29,"C2 x ((C3 x C3) : D46)",2
830,3,"D830",1
832,6,"D832",2
832,8,"C13 : Q64",2
832,309,"C13 : (C8 : Q8)",4
832,322,"C13 : ((C2 x D16) : C2)",4
832,326,"C13 : (C4 : Q16)",4
832,529,"C2 x D416",4
832,532,"C2 x (C13 : Q32)",4
832,537,"D32 x D26",2
832,544,"Q32 x D26",2
832,1139,"C2 x (C13 : (C4 : Q8))",8
832,1146,"C2 x (C13 : ((C4 x C4) : C2))",8
832,1208,"D8 x (C13 : Q8)",4
832,1220,"D8 x D104",4
832,1237,"Q8 x (C13 : Q8)",4
832,1246,"Q8 x D104",4
832,1259,"((C2 x C2 x C2 x C2) : C2) x D26",4
832,1385,"((C4 x C4) : C2) x D26",4
832,1394,"(C4 : Q8) x D26",4
832,1411,"C2 x C2 x D208",8
832,1413,"C2 x C2 x (C13 : Q16)",8
832,1423,"C13 : ((C2 x D16) : C2)",2
832,1424,"C13 : (((C8 x C2) : C2) : C2)",2
832,1425,"C2 x D16 x D26",4
832,1434,"C2 x Q16 x D26",4
832,1440,"C13 : (((C2 x C2 x C2) : (C2 x C2)) : C2)",2
832,1442,"C13 : (((C2 x Q8) : C2) : C2)",2
832,1601,"C2 x C2 x C2 x (C13 : Q8)",16
832,1603,"C2 x C2 x C2 x D104",16
832,1605,"C2 x C2 x D8 x D26",8
832,1608,"C2 x C2 x Q8 x D26",8
832,1612,"C2 x (C13 : ((C2 x C2 x C2) : (C2 x C2)))",4
832,1613,"C2 x (C13 : ((C2 x Q8) : C2))",4
832,1615,"((C2 x C2 x C2) : (C2 x C2)) x D26",2
832,1617,"((C2 x Q8) : C2) x D26",2
832,1629,"C2 x C2 x C2 x C2 x C2 x D26",32
834,5,"D834",1
836,5,"D22 x D38",1
836,8,"D836",2
838,1,"D838",1
840,126,"C3 : (C5 : (C7 : Q8))",2
840,128,"D840",2
840,150,"S3 x D10 x D14",1
840,171,"C2 x D30 x D14",2
840,173,"C2 x D10 x D42",2
840,174,"C2 x S3 x D70",2
840,185,"C2 x C2 x D210",4
842,1,"D842",1
844,3,"D844",2
846,3,"D846",1
846,9,"(C3 x C3) : D94",1
848,7,"D848",2
848,8,"C53 : Q16",2
848,35,"C2 x (C53 : Q8)",4
848,37,"C2 x D424",4
848,39,"D8 x D106",2
848,41,"Q8 x D106",2
848,50,"C2 x C2 x C2 x D106",8
850,3,"D850",1
850,9,"(C5 x C5) : D34",1
852,5,"S3 x D142",1
852,9,"D852",2
854,3,"D854",1
856,3,"C107 : Q8",2
856,5,"D856",2
856,11,"C2 x C2 x D214",4
858,11,"D858",1
860,7,"D10 x D86",1
860,10,"D860",2
862,1,"D862",1
864,4,"C27 : Q32",2
864,7,"D864",2
864,85,"C27 : (C4 : Q8)",4
864,90,"C27 : ((C4 x C4) : C2)",4
864,115,"C2 x (C27 : Q16)",4
864,120,"C2 x D432",4
864,126,"D16 x D54",2
864,133,"Q16 x D54",2
864,474,"(C9 x C3) : D32",2
864,476,"(C9 x C3) : Q32",2
864,631,"C2 x C2 x (C27 : Q8)",8
864,633,"C2 x C2 x D216",8
864,635,"C2 x D8 x D54",4
864,638,"C2 x Q8 x D54",4
864,642,"C27 : ((C2 x C2 x C2) : (C2 x C2))",2
864,643,"C27 : ((C2 x Q8) : C2)",2
864,762,"S3 x (C9 : Q16)",2
864,770,"S3 x D144",2
864,781,"D48 x D18",2
864,793,"(C3 : Q16) x D18",2
864,1673,"(C9 x C3) : (C4 : Q8)",4
864,1678,"(C9 x C3) : ((C4 x C4) : C2)",4
864,1734,"C2 x ((C9 x C3) : Q16)",4
864,1739,"C2 x ((C9 x C3) : D16)",4
864,1756,"D16 x ((C9 x C3) : C2)",2
864,1770,"Q16 x ((C9 x C3) : C2)",2
864,1920,"C2 x C2 x C2 x C2 x D54",16
864,2136,"(C3 x C3 x C3) : D32",2
864,2138,"(C3 x C3 x C3) : Q32",2
864,2278,"C2 x (((C3 x C3) : C3) : Q16)",4
864,2423,"C2 x ((C3 : Q8) x D18)",4
864,2428,"C2 x (S3 x (C9 : Q8))",4
864,2432,"(C9 x C3) : ((C2 x Q8) : C2)",2
864,2437,"C2 x S3 x D72",4
864,2438,"C2 x D24 x D18",4
864,2445,"(C9 x C3) : ((C2 x C2 x C2) : (C2 x C2))",2
864,2462,"D8 x S3 x D18",2
864,2478,"Q8 x S3 x D18",2
864,2618,"C2 x C2 x ((C9 x C3) : Q8)",8
864,2620,"C2 x C2 x ((C9 x C3) : D8)",8
864,2626,"C2 x (D8 x ((C9 x C3) : C2))",4
864,2632,"C2 x (Q8 x ((C9 x C3) : C2))",4
864,2639,"(C9 x C3) : ((C2 x C2 x C2) : (C2 x C2))",2
864,2640,"(C9 x C3) : ((C2 x Q8) : C2)",2
864,3281,"((C3 x C3) : D16) x S3",2
864,3285,"((C3 x C3) : C2) x D48",2
864,3292,"((C3 x C3) : Q16) x S3",2
864,3295,"((C3 x C3) : C2) x (C3 : Q16)",2
864,3877,"(C3 x C3 x C3) : (C4 : Q8)",4
864,3882,"(C3 x C3 x C3) : ((C4 x C4) : C2)",4
864,3911,"C2 x ((C3 x C3 x C3) : D16)",4
864,3913,"C2 x ((C3 x C3 x C3) : Q16)",4
864,3918,"D16 x ((C3 x C3 x C3) : C2)",2
864,3925,"Q16 x ((C3 x C3 x C3) : C2)",2
864,3998,"C2 x D18 x S4",2
864,4007,"C2 x C2 x (((C3 x C3) : C3) : D8)",4
864,4032,"C2 x C2 x C2 x S3 x D18",8
864,4048,"C2 x C2 x C2 x C2 x ((C9 x C3) : C2)",16
864,4097,"((C3 x C3) : Q16) x S3",2
864,4337,"(C3 : Q8) x S3 x S3",2
864,4368,"D24 x S3 x S3",2
864,4526,"C2 x (((C3 x C3) : Q8) x S3)",4
