Order, SmallGroup_ID, StructureDescription, CenterSize
1280,1083350,"C2 x C2 x C2 x C2 x (C5 : Q16)",32
1280,1083375,"C2 x (((C2 x D16) : C2) x D10)",4
1280,1083377,"C2 x C2 x (C5 : ((C2 x D16) : C2))",8
1280,1083380,"C2 x C2 x (C5 : ((C2 x D16) : C2))",8
1280,1083389,"C2 x (((C2 x Q16) : C2) x D10)",4
1280,1083391,"C2 x C2 x (C5 : ((C2 x Q16) : C2))",8
1280,1083394,"C2 x C2 x (C5 : ((C2 x Q16) : C2))",8
1280,1083426,"C5 : ((C2 x ((C2 x D16) : C2)) : C2)",2
1280,1083429,"C5 : ((C2 x ((C2 x D16) : C2)) : C2)",2
1280,1083438,"C5 : ((C2 x ((C2 x Q16) : C2)) : C2)",2
1280,1083441,"C5 : ((C2 x ((C2 x Q16) : C2)) : C2)",2
1280,1083444,"C2 x C2 x C2 x C2 x D8 x D10",32
1280,1083446,"C2 x C2 x C2 x C2 x C2 x D40",64
1280,1083447,"C2 x C2 x C2 x C2 x Q8 x D10",32
1280,1083448,"C2 x C2 x C2 x C2 x C2 x (C5 : Q8)",64
1280,1083453,"C2 x C2 x (((C2 x C2 x C2) : (C2 x C2)) x D10)",8
1280,1083455,"C2 x C2 x C2 x (C5 : ((C2 x C2 x C2) : (C2 x C2)))",16
1280,1083456,"C2 x C2 x (((C2 x Q8) : C2) x D10)",8
1280,1083457,"C2 x C2 x C2 x (C5 : ((C2 x Q8) : C2))",16
1280,1083463,"((C2 x ((C2 x C2 x C2) : (C2 x C2))) : C2) x D10",2
1280,1083465,"C2 x (C5 : ((C2 x ((C2 x C2 x C2) : (C2 x C2))) : C2))",4
1280,1083466,"((C2 x ((C2 x Q8) : C2)) : C2) x D10",2
1280,1083468,"C2 x (C5 : ((C2 x ((C2 x Q8) : C2)) : C2))",4
1280,1083472,"C2 x C2 x C2 x C2 x C2 x C2 x C2 x D10",128
1280,1116442,"(((C2 x C2 x C2 x C2) : C5) : C2) x D8",2
1280,1116444,"(((C2 x C2 x C2 x C2) : C5) : C2) x Q8",2
1280,1116454,"C2 x ((((C2 x ((C4 x C2) : C2)) : C2) : C5) : C2)",4
1280,1116455,"C2 x ((C2 . (((C2 x C2 x C2 x C2) : C5) : C2) = (((C2 x Q8) : C2) : C5) . C2) : C2)",4
1280,1116461,"C2 x C2 x C2 x (((C2 x C2 x C2 x C2) : C5) : C2)",8
1282,1,"D1282",1
1284,5,"S3 x D214",1
1284,9,"D1284",2
1286,1,"D1286",1
1288,22,"C7 : (C23 : Q8)",2
1288,24,"D1288",2
1288,31,"C2 x D14 x D46",2
1288,34,"C2 x C2 x D322",4
1290,11,"D1290",1
1292,7,"D34 x D38",1
1292,10,"D1292",2
1294,1,"D1294",1
1296,4,"C81 : Q16",2
1296,8,"D1296",2
1296,63,"C2 x (C81 : Q8)",4
1296,65,"C2 x D648",4
1296,67,"D8 x D162",2
1296,69,"Q8 x D162",2
1296,446,"(C9 x C9) : Q16",2
1296,450,"(C9 x C9) : D16",2
1296,456,"(C27 x C3) : Q16",2
1296,460,"(C27 x C3) : D16",2
1296,633,"C2 x C2 x C2 x D162",8
1296,791,"D18 x (C9 : Q8)",2
1296,798,"D18 x D72",2
1296,814,"(C3 : Q8) x D54",2
1296,819,"S3 x (C27 : Q8)",2
1296,825,"D24 x D54",2
1296,826,"S3 x D216",2
1296,1131,"C2 x ((C9 x C9) : Q8)",4
1296,1133,"C2 x ((C9 x C9) : D8)",4
1296,1139,"C2 x ((C27 x C3) : Q8)",4
1296,1141,"C2 x ((C27 x C3) : D8)",4
1296,1159,"D8 x ((C9 x C9) : C2)",2
1296,1163,"D8 x ((C27 x C3) : C2)",2
1296,1173,"Q8 x ((C9 x C9) : C2)",2
1296,1177,"Q8 x ((C27 x C3) : C2)",2
1296,1715,"(C9 x C3 x C3) : Q16",2
1296,1719,"(C9 x C3 x C3) : D16",2
1296,1780,"D54 x S4",1
1296,1857,"C2 x C2 x D18 x D18",4
1296,1859,"C2 x C2 x S3 x D54",4
1296,1914,"C2 x C2 x C2 x ((C9 x C9) : C2)",8
1296,1916,"C2 x C2 x C2 x ((C27 x C3) : C2)",8
1296,2347,"(C3 : Q8) x ((C9 x C3) : C2)",2
1296,2350,"((C3 x C3) : Q8) x D18",2
1296,2357,"((C3 x C3) : C2) x (C9 : Q8)",2
1296,2360,"S3 x ((C9 x C3) : Q8)",2
1296,2369,"D24 x ((C9 x C3) : C2)",2
1296,2370,"((C3 x C3) : C2) x D72",2
1296,2371,"S3 x ((C9 x C3) : D8)",2
1296,2372,"((C12 x C3) : C2) x D18",2
1296,2669,"C2 x ((C9 x C3 x C3) : Q8)",4
1296,2671,"C2 x ((C9 x C3 x C3) : D8)",4
1296,2677,"D8 x ((C9 x C3 x C3) : C2)",2
1296,2681,"Q8 x ((C9 x C3 x C3) : C2)",2
1296,2868,"(C3 x C3 x C3 x C3) : D16",2
1296,2869,"(C3 x C3 x C3 x C3) : Q16",2
1296,2908,"((S3 x S3) : C2) x D18",1
1296,2909,"S3 x (((C3 x C3) : C3) : D8)",1
1296,2925,"((C9 x C3) : C2) x S4",1
1296,2984,"C2 x S3 x S3 x D18",2
1296,3035,"C2 x C2 x (S3 x ((C9 x C3) : C2))",4
1296,3036,"C2 x C2 x (((C3 x C3) : C2) x D18)",4
1296,3075,"C2 x C2 x C2 x ((C9 x C3 x C3) : C2)",8
1296,3377,"((C3 x C3 x C3) : C2) x (C3 : Q8)",2
1296,3380,"((C3 x C3 x C3) : Q8) x S3",2
1296,3388,"((C3 x C3 x C3) : C2) x D24",2
1296,3389,"((C3 x C3 x C3) : D8) x S3",2
1296,3404,"((C3 x C3) : C2) x ((C3 x C3) : Q8)",2
1296,3411,"((C3 x C3) : C2) x ((C12 x C3) : C2)",2
1296,3473,"C2 x ((C3 x C3 x C3 x C3) : Q8)",4
1296,3475,"C2 x ((C3 x C3 x C3 x C3) : D8)",4
1296,3477,"D8 x ((C3 x C3 x C3 x C3) : C2)",2
1296,3479,"Q8 x ((C3 x C3 x C3 x C3) : C2)",2
1296,3527,"((S3 x S3) : C2) x ((C3 x C3) : C2)",1
1296,3538,"S3 x S3 x S3 x S3",1
1296,3549,"((C3 x C3 x C3) : C2) x S4",1
1296,3583,"C2 x (((C3 x C3) : C2) x S3 x S3)",2
1296,3600,"C2 x C2 x (((C3 x C3 x C3) : C2) x S3)",4
1296,3601,"C2 x C2 x (((C3 x C3) : C2) x ((C3 x C3) : C2))",4
1296,3608,"C2 x C2 x C2 x ((C3 x C3 x C3 x C3) : C2)",8
1298,3,"D1298",1
1300,11,"D26 x D50",1
1300,14,"D1300",2
1300,41,"((C5 x C5) : C2) x D26",1
1300,43,"D10 x D130",1
1300,49,"C2 x ((C5 x C5) : D26)",2
1302,23,"D1302",1
1304,10,"D1304",2
1304,11,"C163 : Q8",2
1304,12,"C2 x C2 x D326",4
1306,1,"D1306",1
1308,11,"S3 x D218",1
1308,17,"D1308",2
1310,5,"D1310",1
1312,88,"D1312",2
1312,93,"C41 : Q32",2
1312,143,"C41 : ((C4 x C4) : C2)",4
1312,146,"C41 : (C4 : Q8)",4
1312,155,"D16 x D82",2
1312,157,"C2 x D656",4
1312,162,"Q16 x D82",2
1312,164,"C2 x (C41 : Q16)",4
1312,182,"C2 x D8 x D82",4
1312,184,"C2 x C2 x D328",8
1312,185,"C2 x Q8 x D82",4
1312,186,"C2 x C2 x (C41 : Q8)",8
1312,192,"C41 : ((C2 x C2 x C2) : (C2 x C2))",2
1312,193,"C41 : ((C2 x Q8) : C2)",2
1312,195,"C2 x C2 x C2 x C2 x D82",16
1314,5,"D1314",1
1314,17,"(C3 x C3) : D146",1
1316,5,"D14 x D94",1
1316,8,"D1316",2
1318,1,"D1318",1
1320,125,"C3 : (C5 : (C11 : Q8))",2
1320,127,"D1320",2
1320,153,"S3 x D10 x D22",1
1320,168,"C2 x D30 x D22",2
1320,170,"C2 x D10 x D66",2
1320,171,"C2 x S3 x D110",2
1320,180,"C2 x C2 x D330",4
1322,1,"D1322",1
1324,3,"D1324",2
1326,11,"D1326",1
1328,26,"D1328",2
1328,31,"C83 : Q16",2
1328,34,"D8 x D166",2
1328,36,"C2 x D664",4
1328,37,"Q8 x D166",2
1328,38,"C2 x (C83 : Q8)",4
1328,42,"C2 x C2 x C2 x D166",8
1330,7,"D1330",1
1332,11,"D74 x D18",1
1332,17,"D1332",2
1332,49,"((C3 x C3) : C2) x D74",1
1332,51,"S3 x D222",1
1332,60,"C2 x ((C3 x C3) : D74)",2
1334,3,"D1334",1
1336,10,"D1336",2
1336,11,"C167 : Q8",2
1336,12,"C2 x C2 x D334",4
1338,5,"D1338",1
1340,7,"D10 x D134",1
1340,10,"D1340",2
1342,3,"D1342",1
1344,642,"D1344",2
1344,643,"C3 : (C7 : Q64)",2
1344,1483,"D96 x D14",2
1344,1488,"S3 x D224",2
1344,1494,"(C3 : Q32) x D14",2
1344,1497,"S3 x (C7 : Q32)",2
1344,5608,"C3 : (C7 : (C8 : Q8))",4
1344,5621,"C3 : (C7 : ((C2 x D16) : C2))",4
1344,5625,"C3 : (C7 : (C4 : Q16))",4
1344,5829,"C2 x D672",4
1344,5831,"C2 x (C3 : (C7 : Q32))",4
1344,5836,"D32 x D42",2
1344,5843,"Q32 x D42",2
1344,7016,"(C3 : (C4 : Q8)) x D14",4
1344,7021,"D24 x (C7 : Q8)",4
1344,7027,"(C3 : Q8) x D56",4
1344,7034,"S3 x (C7 : (C4 : Q8))",4
1344,7236,"(C3 : Q8) x (C7 : Q8)",4
1344,7248,"(C3 : ((C4 x C4) : C2)) x D14",4
1344,7252,"D24 x D56",4
1344,7258,"S3 x (C7 : ((C4 x C4) : C2))",4
1344,8472,"C2 x D48 x D14",4
1344,8480,"C3 : (C7 : ((C2 x D16) : C2))",2
1344,8483,"C2 x S3 x D112",4
1344,8490,"C3 : (C7 : ((C8 : (C2 x C2)) : C2))",2
1344,8501,"C2 x ((C3 : Q16) x D14)",4
1344,8505,"C3 : (C7 : ((C2 x Q16) : C2))",2
1344,8506,"C2 x (S3 x (C7 : Q16))",4
1344,8520,"C3 : (C7 : (((C2 x Q8) : C2) : C2))",2
1344,8561,"D16 x S3 x D14",2
1344,8613,"Q16 x S3 x D14",2
1344,10847,"C2 x (C3 : (C7 : (C4 : Q8)))",8
1344,10854,"C2 x (C3 : (C7 : ((C4 x C4) : C2)))",8
1344,10915,"D8 x (C3 : (C7 : Q8))",4
1344,10931,"D8 x D168",4
1344,10945,"Q8 x (C3 : (C7 : Q8))",4
1344,10954,"Q8 x D168",4
1344,10968,"((C2 x C2 x C2 x C2) : C2) x D42",4
1344,11094,"((C4 x C4) : C2) x D42",4
1344,11103,"(C4 : Q8) x D42",4
1344,11119,"C2 x C2 x D336",8
1344,11121,"C2 x C2 x (C3 : (C7 : Q16))",8
1344,11131,"C3 : (C7 : ((C8 : (C2 x C2)) : C2))",2
1344,11132,"C3 : (C7 : (((C8 x C2) : C2) : C2))",2
1344,11133,"C2 x D16 x D42",4
1344,11142,"C2 x Q16 x D42",4
1344,11148,"C3 : (C7 : (((C2 x C2 x C2) : (C2 x C2)) : C2))",2
1344,11150,"C3 : (C7 : (((C2 x Q8) : C2) : C2))",2
1344,11316,"(C7 : Q8) x S4",2
1344,11328,"D56 x S4",2
1344,11348,"D14 x ((C2 . S4 = SL(2;3) . C2) : C2)",2
1344,11355,"D14 x ((((C4 x C2) : C2) : C3) : C2)",2
1344,11502,"C2 x C2 x ((C3 : Q8) x D14)",8
1344,11506,"C2 x (C3 : (C7 : ((C2 x Q8) : C2)))",4
1344,11507,"C2 x C2 x (S3 x (C7 : Q8))",8
1344,11516,"C2 x C2 x D24 x D14",8
1344,11517,"C2 x C2 x S3 x D56",8
1344,11524,"C2 x (C3 : (C7 : ((C2 x C2 x C2) : (C2 x C2))))",4
1344,11527,"C2 x D8 x S3 x D14",4
1344,11543,"C2 x Q8 x S3 x D14",4
1344,11555,"(C3 : ((C2 x C2 x C2) : (C2 x C2))) x D14",2
1344,11556,"S3 x (C7 : ((C2 x C2 x C2) : (C2 x C2)))",2
1344,11558,"(C3 : ((C2 x Q8) : C2)) x D14",2
1344,11559,"S3 x (C7 : ((C2 x Q8) : C2))",2
1344,11657,"C2 x C2 x C2 x (C3 : (C7 : Q8))",16
1344,11659,"C2 x C2 x C2 x D168",16
1344,11661,"C2 x C2 x D8 x D42",8
1344,11664,"C2 x C2 x Q8 x D42",8
1344,11668,"C2 x (C3 : (C7 : ((C2 x C2 x C2) : (C2 x C2))))",4
1344,11669,"C2 x (C3 : (C7 : ((C2 x Q8) : C2)))",4
1344,11671,"((C2 x C2 x C2) : (C2 x C2)) x D42",2
1344,11673,"((C2 x Q8) : C2) x D42",2
1344,11695,"C2 x C2 x D14 x S4",4
1344,11709,"C2 x C2 x C2 x C2 x S3 x D14",16
1344,11719,"C2 x C2 x C2 x C2 x C2 x D42",32
1346,1,"D1346",1
1348,4,"D1348",2
1350,3,"D1350",1
1350,18,"(C9 x C3) : D50",1
1350,30,"C27 : ((C5 x C5) : C2)",1
1350,38,"(C3 x C3 x C3) : D50",1
1350,87,"(C9 x C3) : ((C5 x C5) : C2)",1
1350,111,"(C3 x C3 x C3) : ((C5 x C5) : C2)",1
1352,4,"C169 : Q8",2
1352,6,"D1352",2
1352,13,"C2 x C2 x D338",4
1352,32,"(C13 x C13) : Q8",2
1352,34,"(C13 x C13) : D8",2
1352,49,"C2 x D26 x D26",2
1352,51,"C2 x C2 x ((C13 x C13) : C2)",4
1354,1,"D1354",1
1356,7,"S3 x D226",1
1356,11,"D1356",2
1358,3,"D1358",1
1360,71,"D1360",2
1360,72,"C5 : (C17 : Q16)",2
1360,159,"(C5 : Q8) x D34",2
1360,162,"D10 x (C17 : Q8)",2
1360,170,"D40 x D34",2
1360,171,"D10 x D136",2
1360,206,"C2 x (C5 : (C17 : Q8))",4
1360,208,"C2 x D680",4
1360,210,"D8 x D170",2
1360,212,"Q8 x D170",2
1360,241,"C2 x C2 x D10 x D34",4
1360,244,"C2 x C2 x C2 x D170",8
1362,3,"D1362",1
1364,5,"D22 x D62",1
1364,8,"D1364",2
1366,1,"D1366",1
1368,34,"C9 : (C19 : Q8)",2
1368,36,"D1368",2
1368,59,"C2 x D38 x D18",2
1368,65,"C2 x C2 x D342",4
1368,157,"(C3 x C3) : (C19 : Q8)",2
1368,159,"(C3 x C3) : D152",2
1368,182,"S3 x S3 x D38",1
1368,199,"C2 x (((C3 x C3) : C2) x D38)",2
1368,201,"C2 x S3 x D114",2
1368,210,"C2 x C2 x ((C3 x C3) : D38)",4
1370,3,"D1370",1
1372,3,"D1372",2
1372,15,"D14 x D98",1
1372,21,"C2 x ((C49 x C7) : C2)",2
1372,33,"((C7 x C7) : C2) x D14",1
1372,37,"C2 x ((C7 x C7 x C7) : C2)",2
1374,5,"D1374",1
1376,88,"D1376",2
1376,93,"C43 : Q32",2
1376,143,"C43 : ((C4 x C4) : C2)",4
1376,146,"C43 : (C4 : Q8)",4
1376,155,"D16 x D86",2
1376,157,"C2 x D688",4
1376,162,"Q16 x D86",2
1376,164,"C2 x (C43 : Q16)",4
1376,182,"C2 x D8 x D86",4
1376,184,"C2 x C2 x D344",8
1376,185,"C2 x Q8 x D86",4
1376,186,"C2 x C2 x (C43 : Q8)",8
1376,192,"C43 : ((C2 x C2 x C2) : (C2 x C2))",2
1376,193,"C43 : ((C2 x Q8) : C2)",2
1376,195,"C2 x C2 x C2 x C2 x D86",16
1378,5,"D1378",1
1380,16,"D30 x D46",1
1380,18,"D10 x D138",1
1380,19,"S3 x D230",1
1380,28,"D1380",2
1382,1,"D1382",1
1384,10,"D1384",2
1384,11,"C173 : Q8",2
1384,12,"C2 x C2 x D346",4
1386,11,"D1386",1
1386,31,"(C3 x C3) : D154",1
1388,3,"D1388",2
1390,3,"D1390",1
1392,68,"D1392",2
1392,69,"C3 : (C29 : Q16)",2
1392,119,"(C3 : Q8) x D58",2
1392,122,"S3 x (C29 : Q8)",2
1392,130,"D24 x D58",2
1392,131,"S3 x D232",2
1392,169,"C2 x (C3 : (C29 : Q8))",4
1392,171,"C2 x D696",4
1392,173,"D8 x D174",2
1392,175,"Q8 x D174",2
1392,185,"D58 x S4",1
1392,192,"C2 x C2 x S3 x D58",4
1392,197,"C2 x C2 x C2 x D174",8
1394,3,"D1394",1
1396,4,"D1396",2
1398,3,"D1398",1
1400,24,"C25 : (C7 : Q8)",2
1400,26,"D1400",2
1400,36,"C2 x D14 x D50",2
1400,39,"C2 x C2 x D350",4
1400,106,"(C5 x C5) : (C7 : Q8)",2
1400,108,"(C5 x C5) : D56",2
1400,133,"D10 x D10 x D14",1
1400,144,"C2 x (((C5 x C5) : C2) x D14)",2
1400,146,"C2 x D10 x D70",2
1400,152,"C2 x C2 x ((C5 x C5) : D14)",4
1402,1,"D1402",1
1404,11,"D26 x D54",1
1404,17,"D1404",2
1404,116,"D26 x ((C9 x C3) : C2)",1
1404,120,"S3 x D234",1
1404,121,"D78 x D18",1
1404,155,"C2 x ((C9 x C3) : D26)",2
1404,210,"((C3 x C3 x C3) : C2) x D26",1
1404,212,"S3 x ((C3 x C3) : D26)",1
1404,213,"((C3 x C3) : C2) x D78",1
1404,226,"C2 x ((C3 x C3 x C3) : D26)",2
1406,3,"D1406",1
1408,2723,"D1408",2
1408,2728,"C11 : Q128",2
1408,4125,"C11 : ((((C4 x C4) : C2) : C2) : C2)",4
1408,4128,"C11 : (C8 : Q16)",4
1408,6760,"C11 : (((C2 x D16) : C2) : C2)",4
1408,6763,"C11 : (C4 : Q32)",4
1408,6785,"C11 : (C16 : Q8)",4
1408,6806,"D64 x D22",2
1408,6808,"C2 x D704",4
1408,6813,"Q64 x D22",2
1408,6815,"C2 x (C11 : Q64)",4
1408,12905,"C11 : ((C2 x ((C4 x C4) : C2)) : C2)",8
1408,12908,"C11 : ((C4 x C4) : Q8)",8
1408,13831,"(((C4 x C4) : C2) : C2) x D22",2
1408,13849,"((C4 : Q8) : C2) x D22",2
1408,13892,"(((C2 x C2 x C2 x C2) : C2) : C2) x D22",2
1408,14919,"(((C4 x C4) : C2) : C2) x D22",4
1408,14922,"C2 x (C11 : (((C4 x C4) : C2) : C2))",8
1408,14923,"(C4 : Q16) x D22",4
1408,14926,"C2 x (C11 : (C4 : Q16))",8
1408,15015,"(C8 : Q8) x D22",4
1408,15018,"C2 x (C11 : (C8 : Q8))",8
1408,16186,"D16 x D88",4
1408,16187,"D8 x D176",4
1408,16261,"Q16 x D88",4
1408,16262,"D8 x (C11 : Q16)",4
1408,16310,"C11 : (((C8 : (C2 x C2)) : C2) : C2)",2
1408,16315,"C11 : ((((C2 x Q8) : C2) : C2) : C2)",2
1408,17363,"D16 x (C11 : Q8)",4
1408,17364,"Q8 x D176",4
1408,17394,"Q16 x (C11 : Q8)",4
1408,17395,"Q8 x (C11 : Q16)",4
1408,17614,"C2 x D32 x D22",4
1408,17616,"C2 x C2 x D352",8
1408,17621,"C2 x Q32 x D22",4
1408,17623,"C2 x C2 x (C11 : Q32)",8
1408,17648,"C11 : ((C2 x D32) : C2)",2
1408,17651,"C11 : ((C2 x D32) : C2)",2
1408,17660,"C11 : ((C2 x Q32) : C2)",2
1408,17663,"C11 : ((C2 x Q32) : C2)",2
1408,17724,"C2 x (((C2 x C2 x C2 x C2) : C2) x D22)",8
1408,17780,"C2 x (((C4 x C4) : C2) x D22)",8
1408,17782,"C2 x C2 x (C11 : ((C4 x C4) : C2))",16
1408,17783,"C2 x ((C4 : Q8) x D22)",8
1408,17786,"C2 x C2 x (C11 : (C4 : Q8))",16
1408,17945,"D8 x D8 x D22",4
1408,17950,"C2 x D8 x D88",8
1408,17980,"Q8 x D8 x D22",4
1408,17984,"C2 x (D8 x (C11 : Q8))",8
1408,17985,"C2 x Q8 x D88",8
1408,18084,"Q8 x Q8 x D22",4
1408,18086,"C2 x (Q8 x (C11 : Q8))",8
1408,18143,"C11 : ((C2 x ((C2 x C2 x C2 x C2) : C2)) : C2)",4
1408,18157,"C11 : (((C2 x ((C4 x C2) : C2)) : C2) : C2)",4
1408,18283,"C11 : (((C2 x ((C4 x C2) : C2)) : C2) : C2)",4
1408,18288,"C11 : (((C2 x ((C4 x C2) : C2)) : C2) : C2)",4
1408,18290,"C11 : (((C2 x ((C4 x C2) : C2)) : C2) : C2)",4
1408,18295,"C11 : (((C2 x ((C4 x C2) : C2)) : C2) : C2)",4
1408,18322,"C11 : (((C4 : Q8) : C2) : C2)",4
1408,18329,"C11 : (((C4 : Q8) : C2) : C2)",4
1408,19224,"C2 x C2 x D16 x D22",8
1408,19226,"C2 x C2 x C2 x D176",16
1408,19231,"C2 x C2 x Q16 x D22",8
1408,19233,"C2 x C2 x C2 x (C11 : Q16)",16
1408,19258,"((C2 x D16) : C2) x D22",2
1408,19260,"C2 x (C11 : ((C2 x D16) : C2))",4
1408,19263,"C2 x (C11 : ((C2 x D16) : C2))",4
1408,19272,"((C2 x Q16) : C2) x D22",2
1408,19274,"C2 x (C11 : ((C2 x Q16) : C2))",4
1408,19277,"C2 x (C11 : ((C2 x Q16) : C2))",4
1408,19301,"C2 x C2 x C2 x D8 x D22",16
1408,19303,"C2 x C2 x C2 x C2 x D88",32
1408,19304,"C2 x C2 x C2 x Q8 x D22",16
1408,19305,"C2 x C2 x C2 x C2 x (C11 : Q8)",32
1408,19310,"C2 x (((C2 x C2 x C2) : (C2 x C2)) x D22)",4
1408,19312,"C2 x C2 x (C11 : ((C2 x C2 x C2) : (C2 x C2)))",8
1408,19313,"C2 x (((C2 x Q8) : C2) x D22)",4
1408,19314,"C2 x C2 x (C11 : ((C2 x Q8) : C2))",8
1408,19321,"C11 : ((C2 x ((C2 x C2 x C2) : (C2 x C2))) : C2)",2
1408,19323,"C11 : ((C2 x ((C2 x Q8) : C2)) : C2)",2
1408,19324,"C2 x C2 x C2 x C2 x C2 x C2 x D22",64
1410,7,"D1410",1
1412,4,"D1412",2
1414,3,"D1414",1
1416,23,"C3 : (C59 : Q8)",2
1416,25,"D1416",2
1416,34,"C2 x S3 x D118",2
1416,38,"C2 x C2 x D354",4
1418,1,"D1418",1
1420,11,"D10 x D142",1
1420,14,"D1420",2
1422,5,"D1422",1
1422,15,"(C3 x C3) : D158",1
1424,26,"D1424",2
1424,31,"C89 : Q16",2
1424,34,"D8 x D178",2
1424,36,"C2 x D712",4
1424,37,"Q8 x D178",2
1424,38,"C2 x (C89 : Q8)",4
1424,42,"C2 x C2 x C2 x D178",8
1426,3,"D1426",1
1428,25,"D42 x D34",1
1428,27,"D14 x D102",1
1428,28,"S3 x D238",1
1428,39,"D1428",2
1430,11,"D1430",1
1432,10,"D1432",2
1432,11,"C179 : Q8",2
1432,12,"C2 x C2 x D358",4
1434,3,"D1434",1
1436,3,"D1436",2
1438,1,"D1438",1
1440,160,"D1440",2
1440,161,"C9 : (C5 : Q32)",2
1440,319,"D10 x (C9 : Q16)",2
1440,327,"D10 x D144",2
1440,339,"D80 x D18",2
1440,351,"(C5 : Q16) x D18",2
1440,834,"C9 : (C5 : (C4 : Q8))",4
1440,839,"C9 : (C5 : ((C4 x C4) : C2))",4
1440,864,"C2 x (C9 : (C5 : Q16))",4
1440,869,"C2 x D720",4
1440,875,"D16 x D90",2
1440,882,"Q16 x D90",2
1440,1400,"(C3 x C3) : D160",2
1440,1401,"(C3 x C3) : (C5 : Q32)",2
1440,1569,"C2 x ((C5 : Q8) x D18)",4
1440,1574,"C2 x (D10 x (C9 : Q8))",4
1440,1578,"C9 : (C5 : ((C2 x Q8) : C2))",2
1440,1583,"C2 x D10 x D72",4
1440,1584,"C2 x D40 x D18",4
1440,1591,"C9 : (C5 : ((C2 x C2 x C2) : (C2 x C2)))",2
1440,1593,"D8 x D10 x D18",2
1440,1603,"Q8 x D10 x D18",2
1440,1661,"C2 x C2 x (C9 : (C5 : Q8))",8
1440,1663,"C2 x C2 x D360",8
1440,1665,"C2 x D8 x D90",4
1440,1668,"C2 x Q8 x D90",4
1440,1672,"C9 : (C5 : ((C2 x C2 x C2) : (C2 x C2)))",2
1440,1673,"C9 : (C5 : ((C2 x Q8) : C2))",2
1440,3048,"((C3 x C3) : D16) x D10",2
1440,3053,"((C3 x C3) : C2) x D80",2
1440,3059,"((C3 x C3) : Q16) x D10",2
1440,3062,"((C3 x C3) : C2) x (C5 : Q16)",2
1440,3578,"D48 x D30",2
1440,3583,"S3 x D240",2
1440,3589,"(C3 : Q16) x D30",2
1440,3592,"S3 x (C3 : (C5 : Q16))",2
1440,4455,"(C3 x C3) : (C5 : (C4 : Q8))",4
1440,4460,"(C3 x C3) : (C5 : ((C4 x C4) : C2))",4
1440,4489,"C2 x ((C3 x C3) : D80)",4
1440,4491,"C2 x ((C3 x C3) : (C5 : Q16))",4
1440,4496,"D16 x ((C15 x C3) : C2)",2
1440,4503,"Q16 x ((C15 x C3) : C2)",2
1440,4583,"C2 x C2 x C2 x D10 x D18",8
1440,4588,"C2 x C2 x C2 x C2 x D90",16
1440,4781,"((C3 x C3) : Q16) x D10",2
1440,5215,"(C3 : Q8) x S3 x D10",2
1440,5226,"S3 x S3 x (C5 : Q8)",2
1440,5282,"D24 x S3 x D10",2
1440,5284,"S3 x S3 x D40",2
1440,5571,"C2 x (((C3 x C3) : Q8) x D10)",4
1440,5575,"(C3 x C3) : (C5 : ((C2 x Q8) : C2))",2
1440,5576,"C2 x (((C3 x C3) : C2) x (C5 : Q8))",4
1440,5585,"C2 x (((C12 x C3) : C2) x D10)",4
1440,5586,"C2 x (((C3 x C3) : C2) x D40)",4
1440,5593,"(C3 x C3) : (C5 : ((C2 x C2 x C2) : (C2 x C2)))",2
1440,5595,"D8 x ((C3 x C3) : C2) x D10",2
1440,5605,"Q8 x ((C3 x C3) : C2) x D10",2
1440,5661,"C2 x ((C3 : Q8) x D30)",4
1440,5665,"(C3 x C3) : (C5 : ((C2 x Q8) : C2))",2
1440,5666,"C2 x (S3 x (C3 : (C5 : Q8)))",4
1440,5675,"C2 x D24 x D30",4
1440,5676,"C2 x S3 x D120",4
1440,5683,"(C3 x C3) : (C5 : ((C2 x C2 x C2) : (C2 x C2)))",2
1440,5685,"D8 x S3 x D30",2
1440,5695,"Q8 x S3 x D30",2
1440,5820,"C2 x C2 x ((C3 x C3) : (C5 : Q8))",8
1440,5822,"C2 x C2 x ((C3 x C3) : D40)",8
1440,5824,"C2 x (D8 x ((C15 x C3) : C2))",4
1440,5827,"C2 x (Q8 x ((C15 x C3) : C2))",4
1440,5831,"(C3 x C3) : (C5 : ((C2 x C2 x C2) : (C2 x C2)))",2
1440,5832,"(C3 x C3) : (C5 : ((C2 x Q8) : C2))",2
1440,5871,"S3 x D10 x S4",1
1440,5890,"C2 x (((S3 x S3) : C2) x D10)",2
1440,5901,"C2 x D30 x S4",2
1440,5924,"C2 x C2 x S3 x S3 x D10",4
1440,5947,"C2 x C2 x C2 x (((C3 x C3) : C2) x D10)",8
1440,5949,"C2 x C2 x C2 x S3 x D30",8
1440,5957,"C2 x C2 x C2 x C2 x ((C15 x C3) : C2)",16
1442,3,"D1442",1
1444,3,"D1444",2
1444,9,"D38 x D38",1
1444,10,"C2 x ((C19 x C19) : C2)",2
1446,5,"D1446",1
1448,10,"D1448",2
1448,11,"C181 : Q8",2
1448,12,"C2 x C2 x D362",4
1450,3,"D1450",1
1450,9,"(C5 x C5) : D58",1
1452,5,"S3 x D242",1
1452,9,"D1452",2
1452,29,"S3 x ((C11 x C11) : C2)",1
1452,30,"D66 x D22",1
1452,39,"C2 x (C3 : ((C11 x C11) : C2))",2
1454,1,"D1454",1
1456,67,"D1456",2
1456,68,"C7 : (C13 : Q16)",2
